listing_id,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,instant_bookable
28336119,True,6,23,23,244,2025-03-13,False
28434873,True,9,35,59,145,2025-03-13,True
28480971,True,5,35,65,340,2025-03-13,False
28493426,True,30,60,90,365,2025-03-13,True
28500848,True,9,32,62,62,2025-03-13,False
28563385,True,0,0,0,193,2025-03-13,False
28564940,True,1,2,2,2,2025-03-13,False
28606289,True,0,0,0,0,2025-03-13,False
28679737,True,0,0,0,56,2025-03-13,True
28692012,True,16,46,55,322,2025-03-13,False
28737965,True,5,11,21,265,2025-03-14,False
28738052,True,6,36,66,341,2025-03-13,False
28786757,True,0,0,0,0,2025-03-14,False
28790411,True,0,1,31,121,2025-03-13,False
28838584,True,0,17,47,47,2025-03-13,False
28863314,True,21,21,21,21,2025-03-13,False
28895568,True,5,18,18,18,2025-03-14,False
28897052,True,24,54,84,174,2025-03-13,False
28928881,True,0,0,0,0,2025-03-14,False
29011049,True,5,20,32,279,2025-03-13,True
29082182,True,2,2,2,2,2025-03-13,False
29122757,True,7,22,49,49,2025-03-13,False
29151289,True,5,18,31,112,2025-03-14,False
29162686,True,0,0,0,255,2025-03-13,False
29181009,True,17,29,51,323,2025-03-14,False
29185983,True,2,2,2,7,2025-03-15,True
29206059,True,0,0,0,0,2025-03-13,True
29216006,True,25,55,85,263,2025-03-13,False
29236747,True,7,25,43,108,2025-03-15,False
29240788,True,0,0,0,0,2025-03-13,True
29307373,True,7,19,32,195,2025-03-13,False
29339623,True,26,56,86,89,2025-03-15,True
29364369,True,0,0,0,0,2025-03-14,False
29394566,True,7,28,48,218,2025-03-13,False
29458183,True,7,22,34,289,2025-03-13,False
29487241,True,3,13,27,295,2025-03-13,False
29487264,True,10,25,55,145,2025-03-13,False
29629930,True,14,44,74,74,2025-03-13,False
29673231,True,0,0,0,0,2025-03-13,False
29701036,True,9,31,47,47,2025-03-13,False
29739564,True,0,0,0,0,2025-03-13,False
29774896,True,0,0,0,0,2025-03-13,False
29775784,True,29,59,89,364,2025-03-13,False
29802594,True,8,26,44,307,2025-03-14,True
29804690,True,0,0,0,0,2025-03-13,False
29853236,True,0,0,0,174,2025-03-13,False
29856280,True,9,20,30,106,2025-03-13,False
29896156,True,0,29,59,334,2025-03-13,True
29923648,True,4,16,28,271,2025-03-13,False
29942074,True,13,43,73,157,2025-03-13,False
29964176,True,30,60,90,365,2025-03-13,False
30037994,True,9,28,38,207,2025-03-14,True
30101500,True,5,22,31,306,2025-03-15,True
30115570,True,1,7,16,93,2025-03-13,False
30128318,True,30,60,90,180,2025-03-13,False
30178288,True,8,24,44,312,2025-03-13,False
30178748,True,0,0,26,301,2025-03-13,True
30179598,True,6,20,47,322,2025-03-13,False
30246992,True,0,0,0,0,2025-03-13,True
30253483,True,7,20,31,306,2025-03-13,True
30324130,True,0,0,0,97,2025-03-13,False
30325364,True,6,32,60,60,2025-03-13,False
30377034,True,0,0,7,79,2025-03-13,False
30394567,True,10,31,60,60,2025-03-13,False
30395396,True,0,0,18,293,2025-03-13,True
30510623,True,15,43,73,342,2025-03-13,True
30512163,True,4,4,4,4,2025-03-13,False
30554194,True,1,13,25,233,2025-03-13,False
30555599,True,29,59,89,364,2025-03-13,False
30798257,True,0,0,0,0,2025-03-13,False
30812242,True,9,37,45,45,2025-03-14,False
30824111,True,15,42,68,86,2025-03-13,False
30883584,True,19,19,19,55,2025-03-13,False
30914797,True,14,43,67,67,2025-03-13,False
30952933,True,0,0,0,0,2025-03-14,True
30958606,True,29,59,89,89,2025-03-13,False
30981199,True,0,0,10,285,2025-03-13,False
30984676,True,0,0,26,206,2025-03-15,False
30989473,True,29,59,89,89,2025-03-13,False
31016026,True,9,39,69,159,2025-03-13,False
31016474,True,9,18,18,18,2025-03-13,False
31066028,True,29,59,89,269,2025-03-15,False
31088980,True,29,59,89,269,2025-03-15,False
31125533,True,4,7,7,216,2025-03-13,True
31191457,True,9,39,69,69,2025-03-13,False
31202974,True,29,59,89,89,2025-03-13,False
31222679,True,8,26,53,53,2025-03-13,False
31236410,True,15,45,71,161,2025-03-13,False
31241819,True,14,44,74,346,2025-03-13,False
31249608,True,3,17,24,129,2025-03-13,False
31281765,True,0,10,26,26,2025-03-13,False
31310107,True,24,54,84,133,2025-03-15,False
31313892,True,22,52,82,133,2025-03-13,False
31315484,True,22,52,82,133,2025-03-13,False
31332079,True,0,0,0,0,2025-03-14,False
31338157,True,5,21,33,278,2025-03-13,False
31390865,True,0,0,0,0,2025-03-13,False
31472311,True,0,0,0,36,2025-03-13,False
31488243,True,10,28,57,144,2025-03-13,False
31517023,True,0,0,3,230,2025-03-13,False
31570396,True,8,28,51,141,2025-03-15,True
31592816,True,15,38,65,137,2025-03-13,False
31599341,True,1,1,1,1,2025-03-14,True
31624271,True,0,0,0,14,2025-03-13,False
31625278,True,29,59,89,364,2025-03-13,False
31708124,True,14,38,56,232,2025-03-13,False
31804536,True,23,53,83,83,2025-03-13,False
31809354,True,8,38,68,74,2025-03-14,True
31824956,True,6,23,44,134,2025-03-13,False
31836147,True,11,27,47,296,2025-03-13,True
31863489,True,0,0,0,0,2025-03-14,False
31887632,True,0,0,0,0,2025-03-14,False
31929526,True,0,0,0,0,2025-03-14,False
31953126,True,19,43,69,69,2025-03-13,False
31986507,True,7,26,47,47,2025-03-13,False
32021833,True,13,41,71,161,2025-03-13,True
32041730,True,13,28,50,50,2025-03-13,False
32069236,True,3,13,32,108,2025-03-13,True
32104084,True,0,0,0,33,2025-03-13,False
32159180,True,28,58,88,363,2025-03-15,False
32168514,True,5,5,10,84,2025-03-13,False
32284361,True,0,0,0,0,2025-03-13,False
32308418,True,0,0,0,228,2025-03-13,False
32339473,True,0,0,0,35,2025-03-14,False
32341970,True,5,24,38,313,2025-03-13,True
32358982,True,30,60,80,103,2025-03-13,False
32361612,True,4,6,14,262,2025-03-13,False
32373883,True,0,0,0,89,2025-03-13,True
32387655,True,30,60,90,180,2025-03-13,False
32421507,True,0,9,9,82,2025-03-15,False
32447133,True,0,0,25,25,2025-03-13,False
32451420,True,4,34,40,123,2025-03-13,False
32464624,True,2,15,24,176,2025-03-13,False
32501240,True,0,0,0,0,2025-03-13,False
32515738,True,25,55,85,85,2025-03-13,False
32521904,True,0,23,53,328,2025-03-14,False
32524882,True,0,0,0,0,2025-03-13,False
32550823,True,0,0,0,0,2025-03-13,False
32648943,True,3,20,50,230,2025-03-13,False
32694234,True,0,2,3,164,2025-03-13,False
32726582,True,1,6,8,167,2025-03-13,True
32749515,True,30,60,90,180,2025-03-13,True
32766486,True,22,51,76,351,2025-03-13,False
32783237,True,8,19,39,121,2025-03-13,False
32787044,True,0,0,0,0,2025-03-14,True
32807714,True,29,59,89,179,2025-03-13,False
32812876,True,7,18,32,178,2025-03-13,False
32815444,True,9,16,21,241,2025-03-15,True
32846587,True,10,28,39,314,2025-03-13,True
32864907,True,0,0,0,73,2025-03-13,True
32870364,True,1,1,1,1,2025-03-14,False
32872580,True,9,30,51,123,2025-03-13,False
32899986,True,3,19,33,193,2025-03-13,False
32941255,True,3,5,6,8,2025-03-13,False
33008668,True,8,31,61,61,2025-03-13,False
33062209,True,0,0,0,194,2025-03-13,True
33070034,True,4,19,33,301,2025-03-14,False
33076387,True,2,4,14,108,2025-03-14,False
33083210,True,0,0,0,0,2025-03-13,False
33096397,True,7,19,33,296,2025-03-13,False
33181624,True,0,0,0,252,2025-03-13,True
33249537,True,0,0,0,0,2025-03-13,False
33260758,True,0,0,0,0,2025-03-14,False
33275075,True,17,41,68,330,2025-03-13,True
33277098,True,16,46,76,351,2025-03-13,False
33277348,True,18,41,67,291,2025-03-14,False
33425091,True,2,5,28,28,2025-03-15,False
33427863,True,26,52,82,353,2025-03-13,True
33432778,True,0,0,0,0,2025-03-13,True
33453886,True,10,24,33,37,2025-03-15,False
33485532,True,11,41,46,290,2025-03-13,False
33497636,True,4,23,47,281,2025-03-13,False
33498604,True,1,10,33,290,2025-03-13,False
33498856,True,3,15,28,256,2025-03-15,False
33522560,True,12,32,55,259,2025-03-13,False
33526446,True,0,0,0,0,2025-03-13,False
33633909,True,0,1,1,1,2025-03-13,True
33718594,True,19,49,77,77,2025-03-13,False
33721595,True,11,27,39,206,2025-03-13,False
33768875,True,9,23,37,110,2025-03-15,False
33772102,True,28,58,88,363,2025-03-13,False
33830823,True,8,26,56,56,2025-03-13,False
33854482,True,14,44,70,90,2025-03-13,False
33856921,True,17,40,61,336,2025-03-13,False
33882534,True,29,59,89,179,2025-03-13,True
33911319,True,0,0,0,187,2025-03-13,False
33972170,True,22,24,24,89,2025-03-13,False
34019174,True,16,46,76,126,2025-03-13,False
34054492,True,2,32,62,337,2025-03-14,False
34124396,True,16,46,69,246,2025-03-13,False
34127376,True,5,5,5,128,2025-03-13,False
34137898,True,4,18,43,281,2025-03-14,False
34156122,True,0,23,37,247,2025-03-14,False
34162474,True,0,0,11,286,2025-03-13,True
34172494,True,29,59,89,89,2025-03-13,False
34175841,True,11,41,71,346,2025-03-14,False
34176155,True,1,1,1,1,2025-03-14,False
34276846,True,30,60,90,365,2025-03-13,True
34303124,True,30,60,85,360,2025-03-13,True
34311072,True,7,15,30,31,2025-03-13,False
34371286,True,5,35,65,340,2025-03-14,False
34421531,True,0,0,0,0,2025-03-13,True
34421731,True,0,11,41,221,2025-03-13,False
34449825,True,0,1,8,98,2025-03-13,True
34473469,True,4,13,31,116,2025-03-13,False
34543978,True,23,53,83,358,2025-03-13,False
34545921,True,30,60,90,365,2025-03-13,False
34568695,True,12,42,72,72,2025-03-13,False
34590510,True,16,43,73,73,2025-03-13,False
34594785,True,30,60,90,365,2025-03-13,False
34603310,True,29,59,89,179,2025-03-13,False
34621475,True,5,35,65,340,2025-03-13,False
34644786,True,0,28,45,45,2025-03-13,True
34665045,True,7,27,46,46,2025-03-13,False
34707978,True,30,60,90,365,2025-03-13,False
34712021,True,9,39,57,319,2025-03-13,False
34737822,True,15,39,65,337,2025-03-13,False
34748179,True,0,0,10,100,2025-03-13,False
34757739,True,23,34,52,142,2025-03-13,False
34811969,True,0,0,2,76,2025-03-13,False
34859597,True,0,8,14,14,2025-03-13,False
34868238,True,14,44,74,349,2025-03-15,False
34910014,True,0,0,0,164,2025-03-13,False
34912899,True,20,50,80,355,2025-03-13,False
34913078,True,29,59,89,364,2025-03-13,True
34969822,True,0,0,28,303,2025-03-15,False
34976993,True,3,3,12,12,2025-03-13,False
35068620,True,0,0,0,0,2025-03-13,True
35153764,True,0,3,17,231,2025-03-13,False
35201832,True,7,17,30,162,2025-03-13,False
35225262,True,0,0,7,282,2025-03-13,False
35230824,True,8,30,60,335,2025-03-13,False
35247796,True,23,53,83,358,2025-03-13,False
35251578,True,12,35,59,131,2025-03-13,False
35281469,True,0,0,0,0,2025-03-13,True
35309080,True,30,60,90,365,2025-03-14,False
35316303,True,16,43,69,69,2025-03-13,False
35336448,True,0,0,0,0,2025-03-13,False
35410098,True,6,16,46,46,2025-03-13,False
35419723,True,1,1,18,18,2025-03-13,False
35449375,True,20,45,72,335,2025-03-13,False
35480065,True,0,0,0,0,2025-03-13,False
35517815,True,0,0,0,0,2025-03-14,False
35564305,True,6,26,33,301,2025-03-13,False
35579189,True,0,0,10,217,2025-03-13,False
35640915,True,0,8,38,128,2025-03-13,False
35649783,True,9,17,29,194,2025-03-14,False
35679103,True,8,34,53,325,2025-03-13,True
35741692,True,7,34,51,119,2025-03-13,False
35764525,True,29,59,89,364,2025-03-13,False
35843844,True,5,23,38,117,2025-03-14,True
35900656,True,0,0,0,0,2025-03-13,True
35915972,True,27,57,87,360,2025-03-13,False
35944422,True,29,59,89,269,2025-03-13,False
36037856,True,1,3,7,191,2025-03-13,True
36038579,True,1,17,47,97,2025-03-13,False
36045139,True,7,7,7,49,2025-03-13,False
36117208,True,30,60,90,180,2025-03-13,False
36176762,True,0,0,0,0,2025-03-14,False
36204632,True,1,2,3,4,2025-03-13,False
36229440,True,5,26,56,327,2025-03-13,True
36257002,True,8,34,64,335,2025-03-15,True
36257592,True,5,30,60,331,2025-03-13,True
36258139,True,9,39,69,340,2025-03-13,True
36258281,True,0,0,0,208,2025-03-13,True
36260091,True,9,22,50,321,2025-03-15,True
36282039,True,0,0,0,0,2025-03-14,False
36331667,True,0,0,0,0,2025-03-13,True
36341382,True,4,19,34,255,2025-03-15,False
36348357,True,30,60,90,365,2025-03-13,False
36351097,True,30,60,90,365,2025-03-13,False
36356881,True,0,15,32,246,2025-03-13,False
36426562,True,5,26,38,103,2025-03-13,True
36440922,True,30,60,90,270,2025-03-13,True
36450591,True,5,20,26,262,2025-03-13,False
36451226,True,16,46,76,128,2025-03-13,False
36512982,True,23,43,61,145,2025-03-13,False
36519416,True,29,59,89,179,2025-03-13,False
36544572,True,0,0,0,0,2025-03-13,True
36555455,True,11,41,71,346,2025-03-13,False
36608550,True,14,40,56,273,2025-03-13,False
36694782,True,10,36,65,65,2025-03-14,True
36772403,True,30,60,90,90,2025-03-13,True
36801219,True,9,22,47,130,2025-03-13,False
36805340,True,13,29,41,292,2025-03-13,False
36870710,True,1,1,1,1,2025-03-14,True
36940209,True,27,53,83,173,2025-03-13,False
36971943,True,0,0,0,127,2025-03-13,False
37018045,True,30,60,90,365,2025-03-13,False
37050513,True,0,0,0,0,2025-03-14,False
37091216,True,30,60,90,365,2025-03-13,True
37106646,True,29,59,89,364,2025-03-13,True
37179549,True,8,35,62,62,2025-03-13,True
37181831,True,0,0,0,0,2025-03-14,False
37185264,True,0,4,11,186,2025-03-14,False
37212596,True,11,26,32,32,2025-03-13,False
37243016,True,0,0,0,0,2025-03-13,False
37289643,True,9,28,46,277,2025-03-14,False
37295012,True,14,44,66,123,2025-03-15,False
37298554,True,30,60,90,365,2025-03-14,False
37299481,True,0,0,0,0,2025-03-13,False
37303418,True,2,12,18,159,2025-03-13,True
37310619,True,0,0,24,299,2025-03-13,True
37311115,True,30,60,90,365,2025-03-13,True
37333237,True,20,50,77,77,2025-03-13,False
37336048,True,0,0,0,163,2025-03-13,True
37398889,True,15,36,63,153,2025-03-13,True
37421005,True,2,3,13,13,2025-03-13,True
37431165,True,10,39,69,249,2025-03-13,False
37449471,True,0,0,0,0,2025-03-14,True
37455236,True,18,44,57,72,2025-03-15,False
37493632,True,1,3,14,289,2025-03-13,False
37494771,True,0,0,0,0,2025-03-13,False
37533960,True,17,47,77,167,2025-03-13,False
37553007,True,11,41,71,346,2025-03-13,False
37553431,True,15,41,58,308,2025-03-13,True
37553551,True,19,48,60,310,2025-03-13,True
37553636,True,17,44,63,142,2025-03-13,False
37553719,True,29,51,73,163,2025-03-15,False
37553802,True,19,38,55,305,2025-03-13,False
37553887,True,20,44,60,150,2025-03-13,False
37553952,True,22,47,66,316,2025-03-13,False
37554297,True,12,37,60,150,2025-03-15,False
37593447,True,27,56,77,327,2025-03-13,True
37593687,True,7,32,53,53,2025-03-13,False
37602271,True,0,0,0,1,2025-03-13,False
37721712,True,15,45,75,343,2025-03-13,False
37800391,True,0,0,0,0,2025-03-14,True
37804001,True,27,57,87,87,2025-03-13,False
37821696,True,1,2,2,2,2025-03-14,False
37833461,True,23,53,83,173,2025-03-15,False
37834451,True,0,0,0,73,2025-03-13,False
37850686,True,13,32,53,138,2025-03-13,True
37881373,True,9,9,9,9,2025-03-13,False
37889765,True,4,15,18,287,2025-03-13,False
37916753,True,0,7,10,116,2025-03-13,False
37919332,True,30,60,90,179,2025-03-14,False
37986544,True,1,1,1,1,2025-03-14,False
38021592,True,0,0,0,0,2025-03-13,False
38104114,True,0,0,0,0,2025-03-14,False
38133336,True,14,44,74,254,2025-03-13,False
38133972,True,9,29,49,93,2025-03-13,False
38156682,True,29,59,89,364,2025-03-13,True
38160741,True,24,54,59,272,2025-03-13,False
38216280,True,23,53,58,266,2025-03-13,False
38266236,True,3,5,14,276,2025-03-13,False
38321510,True,9,31,50,317,2025-03-13,False
38385816,True,2,11,37,217,2025-03-15,True
38409028,True,2,15,34,102,2025-03-13,True
38412265,True,6,27,41,131,2025-03-13,True
38433299,True,17,40,54,323,2025-03-13,False
38478357,True,0,0,0,0,2025-03-14,False
38568136,True,6,25,40,308,2025-03-13,False
38574393,True,0,0,0,250,2025-03-13,False
38640257,True,0,0,0,63,2025-03-14,False
38646781,True,0,0,0,0,2025-03-13,False
38671339,True,17,47,77,167,2025-03-13,False
38687842,True,0,0,0,0,2025-03-13,False
38698346,True,2,32,59,147,2025-03-13,False
38730383,True,0,0,0,34,2025-03-13,False
38730401,True,2,23,53,230,2025-03-13,True
38783401,True,0,0,6,18,2025-03-14,False
38793598,True,29,59,89,364,2025-03-13,True
38800413,True,15,37,60,328,2025-03-13,True
38820928,True,27,46,76,348,2025-03-13,False
38894046,True,30,41,55,55,2025-03-13,False
38902013,True,1,21,21,111,2025-03-14,False
38915618,True,1,18,36,215,2025-03-13,False
38944130,True,0,10,23,202,2025-03-13,False
38972060,True,0,29,59,334,2025-03-13,True
38978425,True,0,7,22,22,2025-03-14,True
39013879,True,0,20,50,325,2025-03-13,True
39021954,True,1,1,1,1,2025-03-14,False
39096388,True,3,11,19,248,2025-03-14,False
39194624,True,0,0,0,255,2025-03-14,False
39199879,True,30,60,89,89,2025-03-14,False
39297018,True,4,16,21,125,2025-03-13,False
39300798,True,5,31,50,316,2025-03-13,True
39321498,True,0,0,0,0,2025-03-13,False
39322009,True,0,0,0,0,2025-03-13,False
39356964,True,3,22,52,139,2025-03-15,False
39358144,True,0,24,42,58,2025-03-13,True
39362231,True,4,4,4,4,2025-03-13,True
39362772,True,0,0,0,72,2025-03-14,True
39388806,True,3,17,35,152,2025-03-13,False
39410186,True,2,2,2,2,2025-03-13,True
39422974,True,29,59,88,88,2025-03-14,True
39437109,True,3,10,19,64,2025-03-13,False
39458039,True,0,22,52,327,2025-03-13,True
39485961,True,0,0,0,0,2025-03-13,False
39486703,True,5,24,36,271,2025-03-13,False
39551431,True,24,54,84,359,2025-03-13,True
39604044,True,0,0,0,0,2025-03-14,True
39642928,True,4,34,64,339,2025-03-15,False
39650278,True,22,47,63,153,2025-03-13,False
39726649,True,2,15,24,247,2025-03-13,False
39752076,True,0,3,33,115,2025-03-13,False
39755135,True,0,0,0,5,2025-03-13,False
39798533,True,7,37,67,247,2025-03-13,False
39809926,True,3,23,25,25,2025-03-14,False
39836531,True,0,0,0,0,2025-03-14,True
39869646,True,21,48,76,253,2025-03-13,False
39963605,True,0,0,0,0,2025-03-13,False
40002408,True,11,32,62,146,2025-03-14,False
40003333,True,4,27,41,169,2025-03-13,True
40029212,True,22,52,82,357,2025-03-13,True
40064739,True,30,60,90,365,2025-03-13,False
40152598,True,2,6,9,51,2025-03-14,True
40160080,True,3,10,21,227,2025-03-13,False
40171821,True,0,11,41,41,2025-03-13,False
40182964,True,19,44,68,343,2025-03-13,False
40183958,True,30,60,86,361,2025-03-15,True
40195165,True,0,21,41,41,2025-03-14,False
40235096,True,23,53,83,178,2025-03-13,True
40303292,True,9,23,31,221,2025-03-14,False
40305227,True,0,0,0,194,2025-03-13,True
40330483,True,7,22,41,131,2025-03-15,False
40340270,True,0,0,0,0,2025-03-13,False
40342072,True,22,52,82,172,2025-03-13,True
40431665,True,11,29,51,326,2025-03-14,False
40464508,True,6,24,46,321,2025-03-13,True
40466225,True,28,58,88,88,2025-03-13,False
40466314,True,21,51,81,81,2025-03-13,False
40466323,True,20,50,80,80,2025-03-13,False
40471811,True,10,24,45,304,2025-03-13,False
40489781,True,3,13,24,114,2025-03-13,False
40491514,True,25,55,85,85,2025-03-13,False
40500030,True,22,49,79,181,2025-03-13,False
40501907,True,1,20,50,50,2025-03-13,False
40535574,True,11,27,48,97,2025-03-13,False
40561900,True,3,11,24,74,2025-03-13,False
40567873,True,25,52,78,348,2025-03-13,False
40608158,True,3,3,7,221,2025-03-14,False
40613735,True,11,28,58,96,2025-03-13,False
40620454,True,3,6,12,83,2025-03-13,True
40632048,True,23,53,60,180,2025-03-13,False
40656549,True,6,15,26,97,2025-03-13,False
40706032,True,0,0,0,0,2025-03-14,False
40712972,True,30,60,90,270,2025-03-13,True
40717616,True,5,28,58,237,2025-03-14,False
40748525,True,8,26,48,99,2025-03-13,False
40750190,True,10,32,51,136,2025-03-14,False
40779306,True,0,0,0,0,2025-03-14,False
40783246,True,27,57,87,87,2025-03-13,False
40897645,True,27,57,87,359,2025-03-13,True
40915258,True,3,3,8,138,2025-03-13,False
40917369,True,8,33,55,223,2025-03-13,True
40950757,True,24,54,84,166,2025-03-13,True
40961021,True,29,59,89,364,2025-03-13,True
40988436,True,0,0,18,198,2025-03-13,False
41024183,True,28,58,88,363,2025-03-14,True
41028528,True,0,0,0,0,2025-03-13,False
41030878,True,0,0,26,301,2025-03-13,False
41049221,True,12,24,33,89,2025-03-13,True
41049584,True,13,43,66,153,2025-03-13,False
41049930,True,5,14,21,67,2025-03-13,True
41062883,True,30,60,90,365,2025-03-13,False
41132050,True,3,22,33,281,2025-03-14,False
41151596,True,16,46,76,76,2025-03-13,True
41152512,True,13,43,73,73,2025-03-13,True
41152887,True,0,0,0,0,2025-03-14,True
41235661,True,0,0,0,0,2025-03-14,True
41258738,True,8,35,53,139,2025-03-13,False
41319051,True,4,13,29,119,2025-03-13,True
41320138,True,6,11,21,21,2025-03-13,True
41324936,True,21,51,81,261,2025-03-13,False
41326764,True,10,25,51,322,2025-03-13,False
41342070,True,4,7,17,83,2025-03-13,False
41344281,True,14,40,66,220,2025-03-13,False
41352395,True,3,13,33,281,2025-03-15,True
41377434,True,4,17,29,29,2025-03-13,False
41381361,True,0,0,0,13,2025-03-14,False
41481671,True,5,25,47,188,2025-03-13,False
41498029,True,14,23,23,23,2025-03-13,True
41506645,True,0,0,0,0,2025-03-14,False
41519309,True,0,0,11,286,2025-03-13,True
41524252,True,15,38,68,68,2025-03-13,False
41537206,True,5,14,23,279,2025-03-13,True
41558012,True,2,3,8,32,2025-03-15,False
41566665,True,14,34,45,307,2025-03-13,False
41596294,True,4,7,7,7,2025-03-13,False
41608376,True,13,43,73,348,2025-03-13,True
41612888,True,0,0,10,283,2025-03-13,False
41636721,True,0,0,0,13,2025-03-14,True
41646213,True,0,5,8,236,2025-03-14,False
41655384,True,29,59,89,179,2025-03-13,False
41681396,True,15,30,50,68,2025-03-15,False
41686973,True,11,21,35,202,2025-03-13,False
41691975,True,30,60,90,180,2025-03-15,False
41853446,True,0,0,0,0,2025-03-13,True
41862620,True,0,0,0,0,2025-03-13,False
41872750,True,0,16,46,321,2025-03-13,True
41873907,True,14,34,45,307,2025-03-13,False
41875412,True,0,0,0,187,2025-03-15,True
41876638,True,0,0,0,71,2025-03-13,True
41924071,True,0,0,0,41,2025-03-13,True
41929080,True,12,35,65,155,2025-03-13,False
41983676,True,0,0,0,0,2025-03-13,False
42016076,True,3,6,29,45,2025-03-13,False
42033350,True,0,0,25,300,2025-03-13,True
42033815,True,17,47,77,352,2025-03-13,True
42034729,True,0,19,49,324,2025-03-13,True
42037592,True,8,27,43,43,2025-03-13,False
42046602,True,2,11,24,285,2025-03-15,False
42068276,True,30,60,90,90,2025-03-13,False
42073006,True,0,0,0,0,2025-03-14,False
42090210,True,25,35,56,320,2025-03-13,False
42108852,True,0,3,33,308,2025-03-13,True
42130320,True,0,0,0,99,2025-03-13,False
42199762,True,2,13,35,125,2025-03-13,False
42209636,True,0,0,0,129,2025-03-15,True
42222012,True,22,52,82,357,2025-03-13,True
42255732,True,25,51,79,349,2025-03-13,True
42291087,True,0,0,0,224,2025-03-13,False
42296497,True,10,31,50,50,2025-03-13,True
42316829,True,20,50,80,355,2025-03-13,True
42330033,True,0,0,0,0,2025-03-13,False
42388653,True,0,0,0,265,2025-03-13,True
42400486,True,29,59,89,179,2025-03-13,False
42403607,True,0,9,39,314,2025-03-13,True
42403785,True,8,38,68,343,2025-03-13,True
42424884,True,0,0,0,256,2025-03-13,True
42426198,True,0,0,0,12,2025-03-13,True
42449735,True,1,7,23,66,2025-03-14,False
42451061,True,29,59,89,179,2025-03-13,False
42455028,True,4,34,34,260,2025-03-13,False
42459578,True,1,6,11,228,2025-03-13,True
42490650,True,0,0,0,0,2025-03-14,False
42495300,True,0,11,41,316,2025-03-13,False
42503052,True,2,13,13,13,2025-03-13,True
42532796,True,0,0,11,286,2025-03-13,True
42544998,True,7,25,48,222,2025-03-13,False
42559196,True,9,11,11,11,2025-03-13,False
42588777,True,6,21,41,121,2025-03-13,False
42590098,True,0,19,32,120,2025-03-13,False
42616622,True,0,0,23,298,2025-03-13,True
42620250,True,7,28,54,155,2025-03-13,False
42633209,True,2,3,8,282,2025-03-14,False
42650292,True,30,60,90,180,2025-03-13,False
42691663,True,29,59,89,269,2025-03-13,True
42694055,True,11,32,51,314,2025-03-13,False
42737510,True,23,53,83,358,2025-03-13,True
42765421,True,6,32,51,321,2025-03-13,False
42829620,True,7,19,33,298,2025-03-13,False
42867623,True,14,27,31,224,2025-03-13,False
42877327,True,0,10,40,315,2025-03-14,False
42879511,True,2,9,18,181,2025-03-14,False
42882117,True,0,0,0,0,2025-03-13,True
42929391,True,0,0,0,0,2025-03-14,False
42937437,True,25,55,81,81,2025-03-14,True
42938773,True,0,27,57,332,2025-03-13,True
42938788,True,0,2,32,307,2025-03-13,True
42939091,True,4,17,24,76,2025-03-14,False
42941255,True,18,48,53,270,2025-03-13,False
42957495,True,1,8,35,310,2025-03-13,True
42964787,True,30,60,90,365,2025-03-13,False
42966479,True,30,60,90,365,2025-03-13,False
42986431,True,5,23,39,39,2025-03-13,False
43065641,True,1,1,26,301,2025-03-13,True
43078743,True,0,0,0,0,2025-03-14,False
43104720,True,28,58,88,178,2025-03-13,True
43111277,True,0,0,0,0,2025-03-13,False
43147846,True,12,15,41,316,2025-03-13,True
43147860,True,30,60,90,365,2025-03-13,True
43186270,True,18,48,78,353,2025-03-13,False
43186585,True,28,58,88,363,2025-03-13,False
43186713,True,24,54,84,359,2025-03-14,False
43286567,True,4,20,20,20,2025-03-13,False
43303387,True,7,35,57,57,2025-03-13,True
43315960,True,6,14,22,234,2025-03-13,False
43375153,True,0,0,0,196,2025-03-13,False
43415299,True,7,32,62,62,2025-03-13,False
43432062,True,21,51,63,284,2025-03-13,False
43474809,True,14,14,14,14,2025-03-14,False
43475702,True,11,37,57,193,2025-03-15,False
43479699,True,0,0,0,0,2025-03-13,False
43481170,True,0,11,41,41,2025-03-13,False
43534310,True,3,7,17,95,2025-03-13,False
43569290,True,0,0,0,0,2025-03-13,False
43652954,True,5,23,53,232,2025-03-13,False
43670039,True,0,0,11,286,2025-03-13,False
43676822,True,5,24,49,320,2025-03-13,True
43676824,True,11,32,62,333,2025-03-13,True
43676905,True,6,36,66,337,2025-03-13,True
43703449,True,7,37,67,342,2025-03-13,False
43730156,True,12,22,33,77,2025-03-13,True
43767520,True,0,0,0,22,2025-03-13,False
43767651,True,22,46,76,350,2025-03-13,True
43767660,True,13,41,65,301,2025-03-13,True
43770692,True,1,31,47,85,2025-03-15,False
43778862,True,0,11,11,234,2025-03-13,False
43842273,True,0,0,0,224,2025-03-13,True
43868902,True,8,11,13,29,2025-03-14,False
43884836,True,5,16,26,179,2025-03-13,False
43939342,True,3,5,5,5,2025-03-13,False
43957570,True,25,54,84,276,2025-03-13,True
44004664,True,0,0,0,15,2025-03-13,False
44063409,True,29,56,86,286,2025-03-14,True
44119683,True,16,46,71,346,2025-03-13,True
44119904,True,19,49,75,350,2025-03-13,True
44120058,True,18,48,73,346,2025-03-13,True
44134766,True,0,0,0,0,2025-03-14,False
44138589,True,0,0,0,0,2025-03-14,False
44207610,True,23,53,78,281,2025-03-13,False
44207611,True,23,53,83,358,2025-03-13,False
44207617,True,1,29,59,334,2025-03-13,False
