listing_id,host_id,neighbourhood_id,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price
3686,4645,0,38.86339,-76.98889,1,1.0,1.0,2.0,60.0
3943,5059,1,38.91195,-77.00456,2,1.0,1.0,1.0,63.0
4197,5061,2,38.88719,-76.99472,1,1.5,1.0,1.0,128.0
4529,5803,3,38.90585,-76.94469,2,1.0,1.0,2.0,64.0
5589,6527,4,38.91887,-77.04008,3,,1.0,,150.0
7103,17633,5,38.91999,-77.09774,2,1.0,1.0,2.0,74.0
11785,32015,6,38.92622,-77.07591,4,1.0,1.0,3.0,85.0
12442,32015,6,38.92756,-77.07667,2,1.5,1.0,1.0,52.0
13744,53927,7,38.92836,-77.03136,2,1.0,1.0,2.0,125.0
14218,32015,6,38.92668,-77.07686,2,1.5,1.0,1.0,52.0
17131,32015,6,38.92644,-77.07646,2,1.5,1.0,1.0,52.0
27682,36646,8,38.9665,-77.00645,1,1.0,1.0,1.0,70.0
32087,138459,4,38.91766,-77.04598,2,1.0,1.0,1.0,268.0
52092,50148,9,38.9077,-77.02431,4,,2.0,,153.0
62122,301975,4,38.92238,-77.04709,3,1.0,2.0,2.0,84.0
65024,315148,1,38.91717,-77.0085,1,1.0,1.0,1.0,35.0
67483,332901,7,38.934628,-77.029839,3,1.0,1.0,2.0,76.0
93551,481929,10,38.91433,-77.01876,2,1.5,1.0,1.0,79.0
116951,481929,10,38.91436,-77.0181,2,1.5,1.0,2.0,71.0
150109,723470,11,38.91525,-77.04001,2,,1.0,,148.0
153545,738459,12,38.94286,-77.04417,1,2.0,1.0,1.0,48.0
155859,745305,13,38.96628,-77.0309,1,1.0,1.0,1.0,61.0
161913,767543,11,38.91296,-77.04639,1,1.0,1.0,1.0,99.0
164069,5059,1,38.91366,-77.00803,2,1.0,1.0,1.0,81.0
174808,835242,0,38.86432,-76.98749,2,1.0,1.0,1.0,95.0
175608,50148,9,38.90756,-77.02212,4,1.0,2.0,2.0,59.0
178395,852801,13,38.96165,-77.01858,1,1.5,1.0,4.0,255.0
196429,956417,13,38.96923,-77.02041,3,1.0,0.0,2.0,119.0
198685,966613,1,38.93395,-77.01625,2,1.5,1.0,1.0,59.0
201116,983611,13,38.97474,-77.01997,2,1.0,1.0,2.0,80.0
204741,1005751,14,38.82768,-76.99624,2,1.0,1.0,1.0,37.0
223203,1159505,15,38.98853,-77.04441,2,1.5,1.0,1.0,81.0
223922,738459,12,38.94482,-77.04437,3,1.5,1.0,2.0,130.0
251611,1159505,15,38.98853,-77.04441,3,1.5,1.0,2.0,81.0
251615,1159505,15,38.98853,-77.04441,2,1.5,1.0,1.0,81.0
251619,1159505,15,38.98853,-77.04441,2,1.5,1.0,1.0,81.0
262629,36646,8,38.96691,-77.0044,1,1.0,1.0,1.0,58.0
290001,1505235,9,38.91001,-77.02563,2,1.0,1.0,1.0,199.0
296196,1528235,11,38.9146,-77.03602,4,1.0,1.0,2.0,128.0
299030,1541062,15,38.9806,-77.03084,2,1.0,1.0,2.0,86.0
303723,1563230,10,38.91611,-77.02662,2,,1.0,,135.0
306465,767543,11,38.91297,-77.0465,4,,2.0,,148.0
313405,1541062,15,38.9793,-77.0283,2,1.0,1.0,1.0,88.0
339208,1722407,16,38.89094,-76.93638,6,1.0,2.0,3.0,72.0
355527,1096793,2,38.88408,-77.0035,3,1.0,1.0,1.0,184.0
382111,1907809,2,38.89099,-76.99458,4,1.0,1.0,1.0,140.0
409582,2038963,2,38.88306,-76.99497,2,1.0,0.0,1.0,190.0
437005,2170422,0,38.86256,-76.98689,2,2.0,1.0,1.0,345.0
446147,2215579,17,38.90549,-77.02847,2,,1.0,,226.0
453159,40168,2,38.87772,-76.985,5,2.0,2.0,3.0,118.0
453315,2252538,18,38.89538,-76.98648,2,1.0,1.0,1.0,95.0
501809,481929,10,38.91454,-77.01814,2,1.5,1.0,2.0,68.0
525672,2583808,2,38.88183,-76.98911,4,1.0,1.0,2.0,129.0
538598,2645588,18,38.89881,-76.99578,4,,2.0,,140.0
542144,2666087,2,38.88745,-76.99293,2,1.0,1.0,1.0,123.0
561697,2761762,1,38.91096,-77.00858,6,,1.0,,102.0
563607,2771266,11,38.91564,-77.03796,2,1.0,0.0,1.0,86.0
654835,1671809,19,38.91504,-77.07064,2,1.0,1.0,2.0,139.0
688914,3517743,20,38.85045,-76.97992,2,1.0,1.0,1.0,90.0
722114,1565502,7,38.9237,-77.0271,6,1.0,0.0,2.0,86.0
723716,3138065,7,38.93605,-77.04289,1,1.0,0.0,1.0,59.0
748316,1399272,18,38.89707,-76.9881,2,1.0,1.0,1.0,125.0
763569,738459,21,38.93624,-77.05813,2,1.0,1.0,1.0,70.0
792578,4027780,22,38.88529,-76.9509,6,,3.0,,76.0
794213,4071043,4,38.92479,-77.04149,5,2.0,2.0,3.0,160.0
800076,3885360,10,38.91646194458008,-77.03011322021484,2,1.0,0.0,1.0,140.0
808830,3765717,6,38.92087,-77.07631,6,2.5,2.0,2.0,119.0
828497,3825475,23,38.94291,-77.07173,6,2.0,3.0,3.0,165.0
841260,315148,12,38.93719,-77.02335,1,2.0,1.0,1.0,35.0
842418,2236092,17,38.89898,-77.01629,2,1.5,1.0,1.0,175.0
860336,511136,11,38.90847,-77.04681,2,1.0,1.0,2.0,126.0
860776,315148,10,38.91785,-77.01498,1,3.0,1.0,2.0,28.0
861775,3517743,20,38.8491,-76.97982,2,1.0,1.0,1.0,50.0
873182,4608059,8,38.95345,-76.99504,3,1.0,1.0,2.0,108.0
879105,4098280,2,38.88561,-77.00151,2,1.0,1.0,1.0,89.0
883653,1541121,7,38.9356,-77.04468,7,3.5,4.0,4.0,245.0
886283,4698675,23,38.94492,-77.09234,2,1.0,1.0,1.0,100.0
887461,315148,12,38.93788,-77.02313,1,2.0,1.0,1.0,27.0
888029,315148,7,38.93664,-77.02298,1,2.0,1.0,1.0,34.0
892183,4280278,9,38.90746,-77.02716,10,,4.0,,153.0
893529,4752493,1,38.91223,-77.01067,1,1.0,1.0,1.0,350.0
898543,4795247,24,38.90153,-77.05434,5,,3.0,,186.0
898544,4795247,24,38.8996,-77.05277,5,,3.0,,186.0
902573,481929,9,38.91054,-77.02149,2,1.0,1.0,1.0,80.0
925318,4977214,12,38.9413,-77.03284,2,1.0,1.0,1.0,46.0
945426,5121445,23,38.9604,-77.08253,2,1.0,1.0,2.0,83.0
973608,315148,1,38.91999,-77.01361,1,2.0,0.0,1.0,30.0
997859,1662757,11,38.9135,-77.04356,4,2.0,3.0,3.0,10.0
1026034,2070536,9,38.91007,-77.03316,4,1.0,0.0,1.0,165.0
1092713,511136,11,38.90989,-77.04602,6,1.0,1.0,3.0,199.0
1205516,3672670,25,38.87164,-77.01247,1,1.0,1.0,1.0,49.0
1245292,5448602,26,38.96594,-77.078,2,1.0,1.0,1.0,76.0
1297417,1813448,9,38.91351,-77.03112,3,1.0,1.0,2.0,167.0
1433344,7703359,2,38.88197,-76.99537,6,3.0,3.0,3.0,336.0
1472332,7882953,27,38.94858,-76.99163,2,1.0,1.0,1.0,65.0
1484387,2639916,7,38.9316,-77.02438,2,1.0,1.0,1.0,106.0
1488282,2629218,7,38.93441,-77.02773,7,1.0,2.0,3.0,96.0
1520425,7777552,18,38.90179,-76.99127,9,3.5,4.0,5.0,214.0
1537822,8199495,7,38.93362,-77.02555,2,1.0,1.0,2.0,90.0
1571112,8354112,11,38.91579,-77.04042,2,1.0,1.0,1.0,115.0
1588843,7777552,28,38.90609,-76.98975,2,1.0,1.0,2.0,76.0
1628328,8654665,9,38.9126,-77.01748,4,1.0,1.0,2.0,150.0
1641184,8713526,4,38.92042,-77.03977,1,1.0,1.0,1.0,89.0
1667080,8828921,18,38.90438,-77.00177,2,1.0,0.0,1.0,88.0
1688139,476581,4,38.91897,-77.0464,1,,,,150.0
1750913,9210898,18,38.896683,-77.0008129,6,,3.0,,140.0
1761677,9260186,7,38.92996,-77.04099,8,1.5,4.0,5.0,442.0
1778080,9335278,4,38.92263,-77.04492,4,1.0,1.0,2.0,96.0
1789722,9391057,7,38.93118,-77.03811,6,1.0,1.0,3.0,147.0
1806338,9462131,2,38.88981,-76.98762,1,1.5,1.0,1.0,100.0
1813962,3045892,9,38.90807,-77.03174,2,1.0,1.0,1.0,131.0
1824864,9550761,18,38.89864,-76.987747,3,1.0,2.0,2.0,143.0
1825234,4176601,24,38.90566,-77.05131,1,1.0,1.0,2.0,150.0
1838623,9542055,8,38.96885,-77.00968,2,1.0,2.0,2.0,24.0
1841397,9542055,8,38.96971,-77.00793,2,1.0,2.0,2.0,32.0
1860120,10470695,12,38.94334,-77.01426,2,1.0,0.0,1.0,86.0
1864715,9419684,17,38.899914,-77.03313,3,1.0,1.0,2.0,234.0
1865861,3138065,7,38.93584,-77.04107,4,2.0,2.0,2.0,142.0
1867513,9419684,17,38.899914,-77.03313,5,2.0,2.0,2.0,413.0
1901631,9011212,18,38.90192,-77.00103,4,,2.0,,140.0
1936134,10017900,29,38.95442,-77.07159,3,1.0,1.0,2.0,149.0
2060129,10292686,2,38.89068,-77.00155,4,,1.0,,155.0
2097166,3073728,5,38.90632,-77.08163,6,2.5,3.0,4.0,232.0
2111965,9354986,13,38.96725,-77.02451,2,1.0,1.0,1.0,42.0
2115421,315148,11,38.90645,-77.03694,1,1.0,1.0,1.0,65.0
2198232,11190236,12,38.94465,-77.01808,2,1.0,1.0,1.0,67.0
2241400,774839,9,38.9136,-77.02838,2,1.0,0.0,1.0,86.0
2257488,3574033,7,38.92462,-77.03426,5,,2.0,,109.0
2259215,3574033,7,38.9252,-77.03629,6,2.0,2.0,3.0,232.0
2263350,17633,11,38.90887,-77.04234,4,,1.0,,148.0
2277705,11630609,2,38.8892,-76.98778,4,1.0,1.0,2.0,132.0
2285431,743745,5,38.91105,-77.08691,2,1.5,1.0,1.0,120.0
2304761,315148,11,38.91496,-77.0425,1,1.0,1.0,1.0,55.0
2308259,11788216,19,38.90538,-77.06741,5,1.0,1.0,3.0,149.0
2318183,8041566,7,38.93443,-77.03307,2,1.0,1.0,1.0,104.0
2340172,4073665,30,38.87172,-76.97188,7,,2.0,,106.0
2343987,11970274,18,38.89689,-76.99644,2,1.5,1.0,2.0,72.0
2361802,12062787,2,38.88277,-77.00837,4,,1.0,,155.0
2365726,6355960,1,38.9171,-77.00075,1,1.5,1.0,1.0,53.0
2371799,9419684,17,38.899914,-77.03313,5,2.0,2.0,2.0,413.0
2466942,12615669,15,38.98661,-77.03505,4,2.0,3.0,3.0,160.0
2468252,4690322,7,38.92398,-77.0312,3,1.0,0.0,2.0,106.0
2477325,11559071,1,38.90641,-77.01277,2,1.5,1.0,1.0,108.0
2477330,11559071,17,38.90588,-77.01133,2,1.5,1.0,1.0,101.0
2501387,12803481,4,38.91415,-77.04986,2,1.0,1.0,1.0,275.0
2501531,12804388,21,38.92696,-77.05303,2,1.0,1.0,1.0,200.0
2538828,11133326,7,38.92865,-77.04022,2,1.0,1.0,1.0,110.0
2547672,9354986,13,38.96696,-77.0249,2,1.0,1.0,2.0,45.0
2551952,11392153,4,38.92245,-77.04053,4,2.0,2.0,3.0,313.0
2554353,7737475,31,38.91788,-76.98537,1,1.5,1.0,1.0,55.0
2622950,13433584,7,38.92394158046773,-77.02475935089437,5,1.5,3.0,3.0,235.0
2637385,13505475,2,38.88351,-77.00487,6,,2.0,,155.0
2657916,315148,12,38.9383,-77.02306,1,2.0,1.0,1.0,32.0
2685655,2564662,19,38.9147,-77.06922,6,1.5,2.0,2.0,300.0
2690487,8519659,2,38.88196,-76.99618,4,1.0,1.0,1.0,136.0
2694647,1864688,11,38.91391,-77.04235,4,,1.0,,148.0
2791050,14275599,2,38.88488,-76.98904,2,1.0,1.0,1.0,79.0
2874685,14692970,7,38.92986,-77.04216,2,1.0,0.0,1.0,109.0
2919216,14692970,7,38.92986,-77.04207,6,2.5,3.0,4.0,217.0
2964999,5487930,11,38.91435,-77.04064,2,2.5,1.0,1.0,145.0
3103276,14275599,2,38.88488,-76.98904,2,1.0,1.0,2.0,82.0
3119991,15744022,31,38.91969009148916,-76.98726440199788,2,,,,104.0
3136813,15059128,9,38.90982,-77.03225,3,,1.0,,153.0
3175218,5968774,7,38.93345,-77.02832,4,,1.0,,109.0
3199232,16213289,18,38.89267,-76.9939,2,1.0,1.0,1.0,146.0
3201115,14139251,28,38.90353,-76.99023,2,1.0,1.0,1.0,84.0
3237702,7737475,31,38.91963,-76.98146,1,1.5,1.0,1.0,35.0
3317645,16750072,18,38.90501,-76.99994,4,1.0,1.0,2.0,125.0
3385117,17078364,21,38.93469,-77.06872,4,2.0,2.0,2.0,400.0
3457199,5845658,17,38.89962,-77.01599,4,,1.0,,226.0
3476805,2631976,19,38.90666,-77.06377,7,,4.0,,194.5
3526640,17403695,18,38.90329,-77.00347,1,1.5,1.0,1.0,82.0
3538921,17403695,18,38.90141,-77.00233,1,1.5,1.0,1.0,107.0
3544432,10327823,18,38.89409680871807,-76.97554383287732,2,1.0,0.0,2.0,108.0
3601131,14448941,9,38.90708,-77.02728,2,1.0,1.0,1.0,128.0
3604624,17818537,23,38.94285,-77.07665,2,1.0,1.0,2.0,77.0
3627430,5872012,1,38.91587,-77.01432,5,1.0,2.0,2.0,113.0
3633359,5047005,16,38.88296,-76.941,4,1.0,0.0,1.0,82.0
3635540,18332074,2,38.88426,-76.97856,4,1.0,1.0,2.0,158.0
3637629,9703984,18,38.89562,-76.99759,2,1.0,1.0,1.0,96.0
3645740,13242517,4,38.91936,-77.03817,2,,1.0,,150.0
3651862,18466625,19,38.91356,-77.06409,3,1.0,0.0,2.0,126.0
3674676,18657916,2,38.88893117823924,-76.96858955755263,2,1.0,1.0,1.0,100.0
3760995,315148,12,38.93641,-77.02515,1,2.0,1.0,1.0,35.0
3761001,315148,12,38.93712,-77.02311,1,2.5,1.0,1.0,30.0
3767679,19301676,5,38.92995,-77.09986,6,1.0,1.0,4.0,116.0
3810218,9391057,7,38.93014,-77.03819,4,1.0,1.0,3.0,95.0
3821808,19143862,1,38.9166,-77.01353,2,1.0,1.0,1.0,104.0
3821950,19143862,10,38.91701,-77.01559,3,1.0,1.0,2.0,108.0
3822053,19143862,1,38.91512,-77.01401,2,1.5,1.0,1.0,96.0
3822134,19143862,10,38.91518,-77.01494,1,1.5,1.0,1.0,117.0
3851703,9354986,13,38.96849,-77.02665,2,1.0,1.0,1.0,50.0
3861766,8354112,11,38.91503,-77.0406,2,1.0,1.0,1.0,123.0
3884614,1201707,13,38.96133,-77.02056,2,1.5,1.0,1.0,65.0
3894739,1505552,6,38.91857,-77.07399,9,2.0,3.0,5.0,260.0
3897112,476901,1,38.91173,-77.00862,4,1.0,1.0,2.0,131.0
3898306,17633,9,38.90593,-77.02447,5,1.0,1.0,3.0,123.0
3907276,20236500,11,38.91502,-77.04245,2,1.0,1.0,1.0,131.0
3912498,7737475,31,38.92153,-76.98008,3,1.0,0.0,3.0,85.0
3964658,20548311,1,38.91575,-77.00901,2,,,,102.0
3996972,1662757,4,38.9139,-77.04834,2,1.5,1.0,1.0,250.0
4016001,17672355,12,38.950470114906594,-77.0286712422967,3,1.0,1.0,1.0,82.0
4022565,5487930,11,38.91435,-77.04064,2,2.5,1.0,1.0,135.0
4024085,9581687,15,38.98326,-77.04009,1,1.5,1.0,1.0,300.0
4025236,9581687,15,38.98452,-77.04007,1,,,,101.0
4025438,9581687,15,38.9826,-77.04024,1,1.5,1.0,1.0,300.0
4054129,7808700,12,38.95877,-77.02372,2,1.0,1.0,2.0,67.0
4055607,21032851,2,38.88949,-76.99161,5,1.5,2.0,2.0,180.0
4083095,21132530,11,38.91367,-77.0424,2,1.0,1.0,1.0,86.0
4085972,2071346,7,38.92904,-77.01963,3,,1.0,,109.0
4092017,9419684,17,38.899914,-77.03313,3,1.0,1.0,2.0,234.0
4204367,11559071,17,38.90411,-77.01351,1,1.5,1.0,1.0,75.0
4218583,5487930,11,38.91435,-77.04064,2,2.0,1.0,1.0,142.0
4231934,3672670,25,38.87083,-77.01369,3,2.0,1.0,1.0,84.0
4244705,21506582,9,38.91243,-77.021,2,,1.0,,153.0
4284144,347943,11,38.91424,-77.0371,3,1.0,1.0,2.0,135.0
4286181,3517743,20,38.85097,-76.9794,2,1.0,1.0,1.0,50.0
4325533,22461157,19,38.90908050537109,-77.063720703125,3,1.0,1.0,3.0,131.0
4343926,5487930,11,38.91418,-77.03863,2,2.5,1.0,1.0,108.0
4408378,4192192,7,38.92712,-77.02932,6,,2.0,,109.0
4411488,5487930,11,38.91435,-77.04064,2,2.5,1.0,1.0,122.0
4416095,14275599,2,38.88488,-76.98904,2,1.0,1.0,1.0,77.0
4420920,7920042,12,38.93639,-77.04329,2,1.0,1.0,1.0,60.0
4427874,8043437,17,38.90343,-77.02692,1,1.0,1.0,1.0,78.0
4447266,9419684,17,38.899914,-77.03313,3,1.0,1.0,2.0,234.0
4452984,9419684,17,38.899914,-77.03313,5,2.0,2.0,2.0,413.0
4480481,23247942,17,38.90437,-77.02842,2,1.0,1.0,1.0,152.0
4482916,23254878,13,38.96614,-77.0319,3,1.0,0.0,2.0,54.0
4482945,22756175,12,38.94417,-77.03488,1,1.0,1.0,1.0,67.0
4496126,23193071,4,38.92494,-77.04299,1,1.0,1.0,1.0,60.0
4545885,22731277,18,38.90164,-77.00206,3,1.0,1.0,2.0,179.0
4552932,5688329,18,38.89784,-77.00262,4,1.0,1.0,1.0,157.0
4565447,2534048,28,38.90593,-76.99748,8,2.0,3.0,4.0,246.0
4579903,10292686,2,38.89034,-77.00329,4,,,,155.0
4580159,10292686,2,38.89053,-77.00139,4,,1.0,,155.0
4604357,23859573,4,38.92264,-77.0455,4,1.0,2.0,2.0,174.0
4616068,17207062,18,38.89282,-77.00072,5,1.0,1.0,3.0,170.0
4621063,245078,11,38.90587,-77.04486,2,,1.0,,148.0
4634946,21569885,7,38.92372,-77.0289,5,2.0,2.0,2.0,79.0
4635196,24001443,2,38.88642,-77.0029,2,,1.0,,155.0
4708026,5243080,9,38.91223,-77.0242,4,1.0,1.0,1.0,148.0
4730124,24426199,1,38.91166,-77.01039,2,1.0,1.0,1.0,105.0
4730309,24426199,1,38.90987,-77.01164,3,,1.0,,102.0
4741982,24447822,7,38.93282,-77.03417,3,1.0,1.0,1.0,96.0
4742331,24479523,6,38.93485,-77.07267,3,,1.0,,193.0
4764483,21427410,18,38.90116,-77.00373,4,1.5,2.0,2.0,54.0
4767589,14008393,31,38.9263,-76.9802,4,1.0,1.0,2.0,138.0
4801046,3615132,2,38.88559,-76.99939,2,1.0,1.0,1.0,117.0
4841217,24914253,2,38.88414,-76.99663,4,1.0,1.0,2.0,267.0
4848799,5356790,2,38.88974,-76.99921,2,1.0,1.0,1.0,122.0
4922023,12710712,18,38.89453,-76.99797,2,1.0,1.0,1.0,87.0
4924193,25363242,19,38.90832,-77.06227,1,1.0,1.0,1.0,86.0
4943572,25447150,24,38.89854,-77.04913,2,1.0,1.0,1.0,97.0
4978586,21910309,13,38.96664,-77.0226,3,1.0,1.0,2.0,63.0
4978657,24914253,2,38.88421,-76.99613,4,1.0,1.0,2.0,211.0
5009416,20056719,0,38.86236,-76.98859,2,1.5,1.0,1.0,75.0
5012334,25759283,1,38.91262,-77.01613,6,,2.0,,102.0
5018679,2726546,9,38.91282,-77.03093,4,1.0,1.0,1.0,111.0
5026926,24914253,2,38.88273,-76.99671,6,1.0,2.0,3.0,309.0
5030765,25969674,18,38.90569,-77.00077,5,2.0,2.0,2.0,322.0
5030785,25969674,18,38.90576,-76.99968,3,1.0,1.0,1.0,164.0
5066458,10172779,1,38.91069030761719,-77.00743103027344,5,,3.0,,102.0
5075773,22801633,19,38.91272,-77.0622,2,1.0,1.0,1.0,220.0
5076606,5487930,11,38.91435,-77.04064,6,,2.0,,148.0
5089725,1662757,11,38.91511,-77.042,2,1.5,1.0,1.0,125.0
5111311,3936592,18,38.8978,-76.9872,1,1.0,1.0,1.0,81.0
5132940,22239362,18,38.89612,-76.98844,2,1.0,0.0,1.0,100.0
5145487,11559071,17,38.90625,-77.01207,9,1.5,3.0,3.0,308.0
5156582,26667291,31,38.9276,-76.98951,2,1.0,0.0,3.0,77.0
5166322,22801633,19,38.91198,-77.0616,2,1.0,1.0,1.0,220.0
5195346,26875971,32,38.8636,-76.95032,6,1.0,3.0,3.0,73.0
5239084,4440623,4,38.92184,-77.04594,5,1.0,2.0,3.0,157.0
5262416,19361397,1,38.91564,-77.01268,3,1.0,1.0,2.0,103.0
5286261,10295815,9,38.91172,-77.02926,2,1.0,1.0,1.0,138.0
5318112,27550391,19,38.91134,-77.06211,4,1.0,1.0,2.0,159.0
5372128,27843930,19,38.90806,-77.05656,3,,1.0,,194.5
5405966,25338537,9,38.90977,-77.01967,4,1.0,0.0,2.0,111.0
5562632,24547564,5,38.90792,-77.08798,4,,1.0,,130.5
5592949,21506582,9,38.91061,-77.02235,2,1.0,1.0,1.0,143.0
5593096,21506582,9,38.91038,-77.02221,4,,3.0,,153.0
5652436,2828498,28,38.90221,-76.98586,2,1.5,1.0,1.0,85.0
5661282,29347194,1,38.90834,-77.01523,2,1.0,1.0,1.0,92.0
5755232,10152762,9,38.91131,-77.02105,4,1.0,1.0,1.0,113.0
5780038,6336395,7,38.92921,-77.02745,4,1.0,1.0,1.0,142.0
5790254,7478562,23,38.94522,-77.07513,4,1.0,1.0,1.0,144.0
5825904,6094598,9,38.90744,-77.03171,4,1.0,1.0,2.0,151.0
5834173,9011212,18,38.89997,-76.99972,6,,3.0,,140.0
5862637,17207062,18,38.89314,-77.00069,4,1.0,1.0,3.0,161.0
5903980,30664423,19,38.90673,-77.05918,2,1.0,1.0,1.0,219.0
5904077,7495211,31,38.92866,-76.99099,4,1.0,1.0,2.0,125.0
5970323,5803,3,38.90724,-76.94329,2,1.0,1.0,2.0,64.0
5985721,15274203,5,38.92838,-77.10186,2,,1.0,,130.5
6000894,29712821,3,38.9054,-76.94227,3,1.0,1.0,2.0,50.0
6027248,30283594,17,38.899914,-77.03313,5,2.0,2.0,2.0,413.0
6047348,5571655,12,38.94027,-77.02253,1,1.0,1.0,1.0,350.0
6091385,3936592,18,38.89715,-76.98665,2,1.0,1.0,1.0,81.0
6091388,2379779,12,38.95818,-77.02077,2,1.5,1.0,1.0,65.0
6103261,14692970,7,38.93025,-77.04366,2,1.0,1.0,2.0,105.0
6118082,783034,10,38.9145,-77.0169,2,1.0,0.0,1.0,109.0
6128357,27211012,13,38.96677,-77.02646,2,,1.0,,84.5
6133914,7774762,2,38.8822,-76.9876,2,,1.0,,155.0
6227307,9581259,2,38.88236,-76.98688,6,2.5,3.0,3.0,389.0
6247860,34312,1,38.91753,-77.01121,3,1.0,1.0,1.0,64.0
6331663,32959018,10,38.91583,-77.01681,7,3.0,3.0,2.0,225.0
6333552,10295815,9,38.91138,-77.03019,6,,3.0,,153.0
6334405,32837957,25,38.87568,-77.00975,1,1.5,1.0,1.0,67.0
6355197,18896296,22,38.89174,-76.94697,2,1.0,0.0,2.0,42.0
6374588,32959018,10,38.91575,-77.01493,7,2.5,2.0,3.0,179.0
6389428,22653397,10,38.91447,-77.025,1,1.0,1.0,1.0,87.0
6404202,32837957,25,38.8752,-77.01073,1,1.5,1.0,1.0,67.0
6424291,20282,27,38.94246,-76.97572,2,1.0,1.0,1.0,78.0
6438519,2374185,19,38.91397,-77.07464,3,1.0,1.0,2.0,117.0
6479337,29162373,27,38.93971,-76.99267,1,1.0,1.0,1.0,30.0
6490357,315148,12,38.93607,-77.02519,1,2.0,1.0,1.0,30.0
6491631,11476499,33,38.87895,-77.00028,8,3.5,3.0,4.0,459.0
6501477,33982959,2,38.88622,-76.98726,8,,3.0,,155.0
6557100,315148,10,38.91763,-77.01569,1,3.0,1.0,2.0,27.0
6569449,17633,2,38.89086,-77.00007,2,1.0,1.0,2.0,197.0
6627551,34689948,14,38.83922,-77.00308,2,1.0,0.0,2.0,86.0
6677616,9929955,21,38.92709,-77.05468,2,1.0,1.0,1.0,99.0
6746916,24016367,18,38.9014,-77.00145,6,2.5,3.0,4.0,202.0
6775930,35398484,23,38.94352,-77.08925,2,1.0,1.0,1.0,83.0
6779201,35488526,4,38.91683,-77.043,4,1.0,1.0,2.0,118.0
6832557,35794807,2,38.88919,-76.99465,3,1.0,0.0,1.0,110.0
6836332,35820399,2,38.88345,-76.99025,2,1.0,1.0,1.0,165.0
6913597,852801,13,38.96348,-77.01766,7,2.5,4.0,4.0,349.0
6956685,32009941,13,38.96378,-77.01949,2,1.0,1.0,1.0,59.0
6968949,30283594,17,38.899914,-77.03313,3,,1.0,,226.0
6969950,30283594,17,38.899914,-77.03313,5,,2.0,,226.0
7020322,31516956,18,38.89847,-76.99753,4,2.5,2.0,2.0,235.0
7060166,5448602,26,38.9656,-77.07746,2,1.0,1.0,1.0,67.0
7106899,25363242,19,38.90889,-77.06042,1,1.0,1.0,0.0,82.0
7195053,6531855,12,38.93999,-77.01951,2,1.0,1.0,1.0,110.0
7245977,7762489,7,38.92453,-77.0289,4,1.0,1.0,1.0,91.0
7259793,37194861,16,38.88845,-76.92914,1,1.5,1.0,2.0,41.0
7280994,5872012,1,38.91642,-77.01417,7,,3.0,,102.0
7290056,13743641,18,38.89259,-76.99799,4,1.0,1.0,1.0,163.0
7319641,38345667,26,38.96845,-77.06763,8,2.5,4.0,5.0,276.0
7384867,38683977,22,38.89273,-76.96093,2,1.0,1.0,1.0,46.0
7385563,604616,13,38.97405,-77.02284,2,1.0,1.0,1.0,72.0
7387956,37919321,29,38.95201,-77.06192,2,1.0,1.0,1.0,145.0
7452083,6757090,11,38.91373,-77.03463,3,1.0,1.0,1.0,200.0
7547751,39382395,5,38.93481,-77.0986,1,1.0,1.0,1.0,125.0
7559867,28825130,11,38.90816,-77.049,6,1.0,2.0,4.0,96.0
7626430,21014832,12,38.94645,-77.01703,4,1.0,1.0,3.0,108.0
7629788,30283594,17,38.899914,-77.03313,3,1.0,1.0,2.0,234.0
7660850,32851509,19,38.91457,-77.07216,1,1.0,1.0,1.0,94.0
7677038,40313075,9,38.91386,-77.02888,2,1.5,1.0,1.0,177.0
7714880,3672670,25,38.87074,-77.01299,3,2.0,1.0,1.0,75.0
7725828,30283594,17,38.899914,-77.03313,3,1.0,1.0,2.0,234.0
7733964,40644141,23,38.94661,-77.07223,4,1.0,1.0,5.0,116.0
7800582,41047431,11,38.9089,-77.04696,2,1.0,1.0,1.0,162.0
7801335,41047431,19,38.9049,-77.05674,2,1.0,0.0,1.0,128.0
7826994,38683977,22,38.89388,-76.95907,2,1.0,1.0,1.0,37.0
7930288,10292686,2,38.89067,-77.00155,2,,1.0,,155.0
7968494,2379779,12,38.95732,-77.02098,5,,2.0,,96.0
7972359,42069648,19,38.9096,-77.05504,6,,4.0,,194.5
7997888,37251915,21,38.93635,-77.05949,4,1.0,2.0,2.0,170.0
8072054,37085756,7,38.92717,-77.0334,3,1.0,1.0,1.0,111.0
8118612,9624102,24,38.90097,-77.04821,2,1.0,1.0,1.0,95.0
8165340,10292686,11,38.91495132446289,-77.03474426269531,2,1.0,0.0,1.0,135.0
8190920,22145812,18,38.89534,-76.9874,6,1.0,2.0,2.0,167.0
8191090,13226603,18,38.89565,-76.99175,4,1.0,1.0,2.0,132.0
8206306,14692970,4,38.92495,-77.04204,3,1.0,0.0,2.0,126.0
8227337,315148,10,38.91981,-77.01541,1,2.0,1.0,1.0,29.0
8300958,41656215,7,38.92961,-77.03079,5,2.0,2.0,2.0,212.0
8301945,15538259,6,38.93168,-77.07999,1,1.0,1.0,1.0,40.0
8309843,43811269,24,38.89554,-77.04482,2,1.0,1.0,1.0,99.0
8339618,12843663,1,38.91861,-76.9999,1,,1.0,,102.0
